,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,label
917,0.163522,0.040378,0.0188,0.015714,0.015882,0.015579,0.009374,0.003926,happiness
918,0.172716,0.124756,0.024736,0.021171,0.016218,0.018329,0.013678,0.003885,happiness
919,0.176513,0.120754,0.024056,0.020775,0.015107,0.017272,0.012477,0.00335,happiness
920,0.20502,0.128521,0.027738,0.020145,0.014796,0.018972,0.012659,0.004186,happiness
921,0.315596,0.132299,0.028944,0.019448,0.012493,0.021003,0.014873,0.004407,happiness
922,0.323215,0.132407,0.027119,0.019298,0.012273,0.02018,0.014469,0.004397,happiness
923,0.322986,0.130224,0.027792,0.018278,0.013306,0.020422,0.015059,0.004305,happiness
924,0.321834,0.126477,0.027561,0.017872,0.012395,0.021094,0.016702,0.004665,happiness
925,0.212368,0.116365,0.027882,0.017412,0.011994,0.017992,0.015278,0.003823,happiness
926,0.244584,0.12459,0.029534,0.018714,0.01288,0.018695,0.016213,0.004333,happiness
927,0.245523,0.133665,0.025318,0.017115,0.012267,0.018866,0.015614,0.004168,happiness
928,0.238582,0.048205,0.018124,0.012182,0.010647,0.015417,0.011013,0.003809,happiness
929,0.234913,0.052282,0.021858,0.014116,0.01152,0.01594,0.011928,0.003951,happiness
930,0.203524,0.043988,0.015403,0.016967,0.012597,0.013297,0.011277,0.003209,happiness
931,0.093289,0.038557,0.012413,0.014879,0.010369,0.009173,0.008264,0.002809,happiness
932,0.094974,0.039006,0.012582,0.014987,0.010009,0.008991,0.008079,0.002785,happiness
933,0.102457,0.038001,0.011511,0.014667,0.00834,0.007859,0.00693,0.002515,happiness
934,0.228588,0.040646,0.01256,0.014397,0.008525,0.009069,0.009188,0.002753,happiness
935,0.236731,0.043566,0.013252,0.015579,0.007796,0.008933,0.008752,0.00269,happiness
936,0.196977,0.034321,0.014615,0.014452,0.007241,0.008248,0.00784,0.002313,happiness
937,0.201295,0.025191,0.014041,0.014222,0.006133,0.007328,0.007551,0.002318,happiness
938,0.219095,0.028823,0.016474,0.013979,0.00764,0.008174,0.008092,0.002245,happiness
939,0.228624,0.025402,0.013319,0.01218,0.007257,0.00787,0.007221,0.002099,happiness
940,0.237482,0.025706,0.013362,0.007861,0.00715,0.007535,0.006728,0.001933,happiness
941,0.244937,0.02909,0.013416,0.008511,0.007167,0.007713,0.006852,0.001956,happiness
942,0.236508,0.027351,0.012827,0.008173,0.007232,0.007827,0.006865,0.001947,happiness
943,0.229606,0.026959,0.0125,0.008173,0.007155,0.007836,0.006961,0.001928,happiness
944,0.116696,0.028357,0.013096,0.009861,0.009082,0.007825,0.004079,0.001136,happiness
945,0.158392,0.032664,0.01196,0.010987,0.010633,0.008653,0.008171,0.002176,happiness
946,0.155164,0.032992,0.011013,0.011078,0.011655,0.009139,0.008582,0.002234,happiness
947,0.150987,0.035527,0.013961,0.010814,0.013475,0.009833,0.009688,0.002987,happiness
948,0.123759,0.030164,0.011378,0.010031,0.011666,0.008485,0.009068,0.002893,happiness
949,0.112025,0.02907,0.010632,0.009837,0.011151,0.008201,0.0089,0.002855,happiness
950,0.100563,0.026876,0.010286,0.00955,0.00957,0.00781,0.008805,0.002807,happiness
951,0.085834,0.022736,0.009618,0.008474,0.0092,0.007431,0.008593,0.002726,happiness
952,0.366099,0.073212,0.006918,0.015153,0.008356,0.007364,0.005679,0.003928,happiness
953,0.499592,0.08001,0.008139,0.023517,0.012434,0.009511,0.008002,0.006218,happiness
954,0.514927,0.080921,0.008336,0.023606,0.012798,0.009917,0.009086,0.006343,happiness
955,0.554811,0.083258,0.010542,0.024309,0.013931,0.012405,0.011859,0.007715,happiness
956,0.56248,0.087383,0.011347,0.026464,0.014132,0.01279,0.014466,0.008386,happiness
957,0.56813,0.090291,0.013475,0.026959,0.015819,0.014446,0.016461,0.009245,happiness
958,0.645099,0.093355,0.015103,0.02541,0.014958,0.014708,0.017016,0.008704,happiness
959,0.629171,0.094257,0.014619,0.025194,0.015732,0.016036,0.01909,0.010283,happiness
960,0.579055,0.091726,0.016538,0.026752,0.016444,0.017566,0.020818,0.01136,happiness
961,0.707988,0.08392,0.019708,0.027337,0.016904,0.020197,0.025593,0.01256,happiness
962,0.511124,0.052799,0.01855,0.019027,0.012078,0.016116,0.023658,0.01272,happiness
963,0.398771,0.05131,0.018685,0.01169,0.00842,0.015291,0.0238,0.010988,happiness
964,0.408653,0.062137,0.019119,0.012911,0.00866,0.015751,0.024216,0.011326,happiness
965,0.505174,0.074116,0.023888,0.017526,0.013488,0.018735,0.024228,0.011726,happiness
966,0.507377,0.073314,0.024055,0.020853,0.014565,0.020019,0.024101,0.011886,happiness
967,0.519361,0.075148,0.022578,0.021646,0.01403,0.018697,0.022888,0.011284,happiness
968,0.43986,0.065197,0.020639,0.020573,0.013295,0.016719,0.021068,0.009645,happiness
969,0.475729,0.067769,0.020267,0.023381,0.014564,0.016157,0.022574,0.0082,happiness
970,0.52774,0.068711,0.018994,0.022394,0.014454,0.015933,0.022139,0.007763,happiness
971,0.347382,0.057319,0.016821,0.021282,0.013449,0.013251,0.017544,0.006551,happiness
972,0.350606,0.058524,0.018851,0.023476,0.014874,0.015761,0.019862,0.007105,happiness
973,0.339346,0.063815,0.022904,0.022714,0.016522,0.016442,0.019452,0.006826,happiness
974,0.352321,0.054284,0.024643,0.022431,0.01628,0.016716,0.021571,0.006852,happiness
975,0.222106,0.044047,0.018854,0.018638,0.011969,0.016069,0.022113,0.005509,happiness
976,0.225459,0.053254,0.020864,0.015218,0.011301,0.016216,0.023977,0.005833,happiness
977,0.23885,0.0516,0.023107,0.015751,0.011773,0.019087,0.026315,0.00747,happiness
978,0.306755,0.055921,0.02289,0.017499,0.012942,0.019809,0.02819,0.008093,happiness
979,0.294472,0.048944,0.021284,0.014246,0.010766,0.018941,0.025387,0.007873,happiness
980,0.261634,0.051126,0.019911,0.012353,0.010063,0.017932,0.024082,0.007449,happiness
981,0.349763,0.056689,0.019313,0.01328,0.010696,0.01831,0.023864,0.007229,happiness
982,0.462143,0.077375,0.021406,0.013398,0.010811,0.018421,0.026583,0.008142,happiness
983,0.475439,0.078807,0.01812,0.014699,0.01058,0.016987,0.026508,0.008029,happiness
984,0.53283,0.080281,0.016158,0.014403,0.010788,0.016525,0.023937,0.008915,happiness
985,0.556408,0.089823,0.018827,0.021127,0.015155,0.016466,0.022362,0.013597,happiness
986,0.622458,0.084509,0.016302,0.019375,0.015711,0.01618,0.020355,0.012798,happiness
987,0.615861,0.083569,0.014524,0.018465,0.014625,0.013502,0.017491,0.011144,happiness
988,0.540023,0.081389,0.014523,0.018613,0.015135,0.014982,0.017527,0.011562,happiness
989,0.524965,0.082965,0.016763,0.018697,0.015601,0.01551,0.016907,0.011486,happiness
990,0.664022,0.091435,0.017984,0.021769,0.019074,0.016539,0.017086,0.011929,happiness
991,0.569877,0.090012,0.01973,0.022709,0.018978,0.017153,0.017885,0.012151,happiness
992,0.442653,0.067105,0.01499,0.020412,0.017887,0.014509,0.01275,0.009956,happiness
993,0.419737,0.060836,0.013586,0.019181,0.016624,0.015269,0.011912,0.009961,happiness
994,0.325392,0.058709,0.014293,0.019081,0.016974,0.017112,0.011522,0.009116,happiness
995,0.30782,0.05245,0.011338,0.012357,0.011934,0.013071,0.010317,0.004157,happiness
996,0.251491,0.051376,0.011635,0.012837,0.011603,0.012028,0.008608,0.003909,happiness
997,0.288103,0.072077,0.011854,0.014033,0.012309,0.012391,0.008707,0.003907,happiness
998,0.307959,0.081682,0.013519,0.019763,0.014738,0.01627,0.00985,0.005423,happiness
999,0.451144,0.122202,0.021923,0.020257,0.04224,0.034254,0.016434,0.006413,happiness
1000,0.309362,0.117163,0.023218,0.018016,0.041704,0.034554,0.016062,0.006319,happiness
1001,0.350145,0.113263,0.022651,0.017598,0.0439,0.034792,0.015356,0.007265,happiness
1002,0.421565,0.113813,0.026136,0.022034,0.045807,0.035629,0.017139,0.007378,happiness
1003,0.423367,0.110375,0.026313,0.026474,0.045982,0.035564,0.016722,0.007322,happiness
1004,0.552215,0.12342,0.026642,0.026597,0.045755,0.033393,0.016961,0.007443,happiness
1005,0.548813,0.117266,0.025893,0.025261,0.0452,0.032828,0.016922,0.007439,happiness
1006,0.528885,0.113735,0.027417,0.025469,0.044891,0.033514,0.019224,0.007697,happiness
1007,0.469982,0.092891,0.027835,0.024227,0.045891,0.034237,0.019954,0.007708,happiness
1008,0.452141,0.08181,0.027195,0.017221,0.042329,0.029041,0.017382,0.005415,happiness
1009,0.300076,0.039361,0.019792,0.017718,0.014372,0.012091,0.011742,0.004379,happiness
1010,0.30431,0.032613,0.017796,0.017115,0.011804,0.010851,0.011425,0.003717,happiness
1011,0.2664,0.034639,0.018625,0.017968,0.011196,0.010323,0.012287,0.003136,happiness
1012,0.186318,0.039607,0.015697,0.01444,0.009897,0.010081,0.010884,0.003375,happiness
1013,0.214681,0.043202,0.016322,0.010841,0.010181,0.010068,0.010449,0.003786,happiness
1014,0.116883,0.030259,0.017979,0.01381,0.010559,0.011129,0.010461,0.003399,happiness
1015,0.11195,0.030378,0.022884,0.015002,0.0114,0.012221,0.010732,0.004008,happiness
1016,0.152826,0.03934,0.023756,0.015836,0.012987,0.011809,0.008417,0.00436,happiness
1017,0.165481,0.038133,0.023366,0.015496,0.011111,0.010459,0.007556,0.004233,happiness
1018,0.167445,0.043134,0.02264,0.016363,0.011003,0.009887,0.00702,0.004056,happiness
1019,0.188924,0.044542,0.020551,0.016414,0.010779,0.009264,0.005892,0.004004,happiness
1020,0.174277,0.045854,0.022239,0.016332,0.011716,0.009776,0.006549,0.004098,happiness
1021,0.177525,0.046411,0.020922,0.016085,0.010685,0.009274,0.006222,0.003695,happiness
1022,0.178923,0.04477,0.02201,0.017207,0.012126,0.01029,0.006737,0.003944,happiness
1023,0.152675,0.040899,0.021364,0.018285,0.011719,0.010261,0.007259,0.004208,happiness
1024,0.126473,0.042281,0.018447,0.014896,0.011169,0.009276,0.006498,0.004085,happiness
1025,0.196876,0.061432,0.016036,0.013764,0.011405,0.010288,0.00894,0.00526,happiness
1026,0.204152,0.053269,0.016792,0.015071,0.016007,0.014912,0.010558,0.009023,happiness
1027,0.25734,0.055475,0.01954,0.015163,0.015995,0.015143,0.010568,0.009061,happiness
1028,0.253985,0.050077,0.018742,0.013693,0.015687,0.014849,0.01049,0.008889,happiness
1029,0.323274,0.051068,0.019462,0.013048,0.016864,0.014278,0.010828,0.00887,happiness
1030,0.468894,0.054278,0.019158,0.016236,0.016585,0.015258,0.011549,0.00902,happiness
1031,0.46434,0.059623,0.020724,0.019091,0.017116,0.015803,0.011405,0.009015,happiness
1032,0.473294,0.055384,0.019139,0.017048,0.015212,0.014052,0.010531,0.008434,happiness
1033,0.472944,0.056609,0.020069,0.017013,0.015275,0.013872,0.010314,0.008007,happiness
1034,0.473406,0.058805,0.021759,0.017379,0.016201,0.014299,0.011178,0.008777,happiness
1035,0.401197,0.041931,0.021363,0.018105,0.015403,0.012831,0.008628,0.007178,happiness
1036,0.354632,0.05602,0.021538,0.016676,0.009898,0.008816,0.00719,0.00336,happiness
1037,0.404634,0.070747,0.0244,0.024018,0.011055,0.009443,0.007627,0.00342,happiness
1038,0.410674,0.071443,0.02458,0.023957,0.011057,0.009558,0.007692,0.003414,happiness
1039,0.319683,0.071209,0.023474,0.02507,0.01006,0.009658,0.007779,0.003763,happiness
1040,0.163862,0.068798,0.024923,0.022361,0.00909,0.008632,0.008177,0.004014,happiness
1041,0.165253,0.064655,0.027845,0.017741,0.008078,0.008965,0.007846,0.004168,happiness
1042,0.157232,0.066353,0.028759,0.018684,0.00995,0.010445,0.008248,0.004333,happiness
1043,0.157511,0.068076,0.027616,0.017702,0.010727,0.010544,0.008602,0.004482,happiness
1044,0.155831,0.064795,0.027686,0.017571,0.01129,0.010334,0.008329,0.003909,happiness
1045,0.161518,0.068654,0.026245,0.020847,0.011722,0.011106,0.008342,0.003953,happiness
1046,0.159278,0.062308,0.023759,0.021054,0.011756,0.010931,0.008208,0.003491,happiness
1047,0.093733,0.054327,0.017578,0.015246,0.013501,0.011936,0.009039,0.003523,happiness
1048,0.13489,0.061139,0.018561,0.017752,0.015264,0.013153,0.009831,0.005095,happiness
1049,0.168795,0.060866,0.019217,0.017219,0.015564,0.014009,0.009872,0.005108,happiness
1050,0.170124,0.064659,0.017199,0.017815,0.016624,0.014204,0.009057,0.005006,happiness
1051,0.17526,0.0675,0.018147,0.020034,0.017387,0.015626,0.009147,0.004813,happiness
1052,0.194183,0.065828,0.018213,0.01921,0.015428,0.01443,0.008664,0.004652,happiness
1053,0.315243,0.075742,0.018662,0.019064,0.014927,0.013914,0.008354,0.005065,happiness
1054,0.375552,0.086972,0.020095,0.023117,0.015957,0.014602,0.009386,0.005247,happiness
1055,0.384813,0.089035,0.02023,0.019091,0.015556,0.013805,0.009649,0.005055,happiness
1056,0.416832,0.084191,0.020541,0.019005,0.018101,0.014954,0.012216,0.007312,happiness
1057,0.429928,0.082757,0.021024,0.018017,0.018732,0.015318,0.013541,0.008016,happiness
1058,0.386801,0.07491,0.021825,0.015866,0.018044,0.015952,0.013657,0.006689,happiness
1059,0.351233,0.076582,0.022604,0.016607,0.018991,0.015322,0.013258,0.006954,happiness
1060,0.350294,0.072771,0.025562,0.016394,0.018955,0.015371,0.012531,0.007869,happiness
1061,0.347815,0.071319,0.019981,0.0165,0.021733,0.014679,0.01266,0.009018,happiness
1062,0.54496,0.093631,0.020419,0.023677,0.023533,0.015867,0.015816,0.009843,happiness
1063,0.42238,0.07917,0.019483,0.022644,0.022684,0.01561,0.01535,0.009084,happiness
1064,0.456766,0.113716,0.022093,0.02253,0.026514,0.017581,0.015502,0.013959,happiness
1065,0.507112,0.107173,0.022755,0.023688,0.031009,0.019806,0.015887,0.016953,happiness
1066,0.474794,0.105916,0.022815,0.022474,0.02874,0.018994,0.014299,0.014833,happiness
1067,0.412868,0.099525,0.023683,0.022017,0.026544,0.018539,0.012661,0.014105,happiness
1068,0.406064,0.101631,0.023287,0.022607,0.026499,0.017261,0.013272,0.014334,happiness
1069,0.462278,0.101962,0.021037,0.022411,0.025023,0.017615,0.013939,0.013989,happiness
1070,0.462874,0.106026,0.018159,0.021841,0.025854,0.017838,0.014422,0.012745,happiness
1071,0.456379,0.10261,0.0179,0.021567,0.022481,0.016569,0.015286,0.012683,happiness
1072,0.237237,0.079795,0.017892,0.013957,0.020566,0.016023,0.012884,0.012316,happiness
1073,0.236788,0.080591,0.01965,0.016841,0.022247,0.017012,0.013134,0.012419,happiness
1074,0.139495,0.04719,0.017036,0.014107,0.015822,0.014403,0.012043,0.007318,happiness
1075,0.109196,0.063452,0.018447,0.014744,0.015545,0.014014,0.01157,0.006088,happiness
1076,0.111458,0.068382,0.019152,0.019901,0.015372,0.016221,0.011913,0.006196,happiness
1077,0.154537,0.090078,0.018015,0.022848,0.01574,0.015707,0.01218,0.007397,happiness
1078,0.369855,0.129963,0.020444,0.026798,0.017183,0.019123,0.01372,0.008127,happiness
1079,0.325532,0.138862,0.021619,0.027608,0.017593,0.020027,0.013814,0.008168,happiness
1080,0.357905,0.173239,0.025957,0.032627,0.019525,0.020253,0.015735,0.009056,happiness
1081,0.425159,0.17637,0.026341,0.030438,0.021564,0.021245,0.01468,0.008124,happiness
1082,0.482498,0.183236,0.025109,0.033398,0.022037,0.021642,0.015649,0.008612,happiness
1083,0.487209,0.184161,0.024262,0.031018,0.021071,0.020718,0.015569,0.008693,happiness
1084,0.488614,0.17328,0.023344,0.031701,0.022309,0.021238,0.015843,0.009373,happiness
1085,0.501729,0.157993,0.02084,0.031283,0.018164,0.019666,0.016001,0.007966,happiness
1086,0.503242,0.15272,0.01915,0.030585,0.018228,0.017837,0.014877,0.007923,happiness
1087,0.517508,0.135261,0.018772,0.028072,0.017761,0.018802,0.014204,0.006888,happiness
1088,0.301984,0.098162,0.016263,0.026177,0.016224,0.015386,0.012417,0.006598,happiness
1089,0.315926,0.100215,0.020023,0.026259,0.017045,0.015629,0.011859,0.007036,happiness
1090,0.287343,0.063282,0.019028,0.025281,0.015229,0.015443,0.009856,0.006932,happiness
1091,0.222863,0.05885,0.019088,0.027207,0.015939,0.017222,0.012518,0.006692,happiness
1092,0.240257,0.061162,0.02148,0.024552,0.017175,0.016997,0.011789,0.006868,happiness
1093,0.242058,0.060024,0.020573,0.02414,0.016772,0.01671,0.011633,0.006569,happiness
1094,0.254422,0.057203,0.018975,0.021871,0.015433,0.016168,0.010795,0.005783,happiness
1095,0.212949,0.059563,0.020009,0.021649,0.016638,0.017196,0.013534,0.006058,happiness
1096,0.215679,0.061766,0.019979,0.017091,0.016705,0.015995,0.013048,0.0059,happiness
1097,0.189915,0.065954,0.0218,0.01802,0.02012,0.017387,0.017781,0.006372,happiness
1098,0.378786,0.067917,0.025249,0.017339,0.020633,0.018139,0.018646,0.007252,happiness
1099,0.524582,0.095954,0.031045,0.021469,0.02198,0.017819,0.019834,0.008028,happiness
1100,0.522453,0.09455,0.028175,0.017403,0.020247,0.016793,0.019549,0.007211,happiness
1101,0.562307,0.096288,0.029817,0.016205,0.01807,0.0165,0.016903,0.007334,happiness
1102,0.495258,0.087555,0.028476,0.015879,0.016373,0.015444,0.01577,0.006172,happiness
1103,0.487769,0.087775,0.028553,0.016853,0.016417,0.01575,0.016103,0.006526,happiness
1104,0.48016,0.088742,0.029349,0.021487,0.016673,0.016493,0.016557,0.006555,happiness
1105,0.474249,0.091298,0.03159,0.020935,0.015779,0.015435,0.013683,0.006127,happiness
1106,0.470759,0.084724,0.031483,0.020614,0.014715,0.014997,0.013416,0.005991,happiness
1107,0.468714,0.07858,0.03227,0.020309,0.010524,0.013098,0.008212,0.005513,happiness
1108,0.311838,0.07477,0.028135,0.01943,0.010756,0.013394,0.006701,0.004172,happiness
1109,0.145882,0.03365,0.018212,0.012863,0.00854,0.011713,0.005427,0.002517,happiness
1110,0.27534,0.031906,0.020165,0.016325,0.014333,0.014983,0.006431,0.004693,happiness
1111,0.23522,0.02998,0.023249,0.017002,0.013856,0.013442,0.00719,0.005674,happiness
1112,0.229328,0.030886,0.025163,0.019281,0.015151,0.014478,0.009349,0.006042,happiness
1113,0.231384,0.031784,0.027478,0.024695,0.016782,0.01517,0.01004,0.006191,happiness
1114,0.23167,0.033022,0.026551,0.020555,0.017165,0.017044,0.011102,0.006308,happiness
1115,0.367538,0.032675,0.025895,0.021356,0.019435,0.01752,0.011885,0.006459,happiness
1116,0.370993,0.034772,0.029999,0.022826,0.02056,0.017711,0.013704,0.007482,happiness
1117,0.393126,0.040103,0.027505,0.025641,0.020482,0.0184,0.015138,0.007703,happiness
1118,0.364205,0.037258,0.028059,0.024293,0.019126,0.017208,0.014593,0.007298,happiness
1119,0.357991,0.037561,0.029313,0.026406,0.021205,0.019145,0.014913,0.00781,happiness
1120,0.226832,0.040153,0.02766,0.024283,0.016493,0.017192,0.015763,0.006134,happiness
1121,0.27824,0.059227,0.02683,0.023498,0.016003,0.016726,0.017293,0.005934,happiness
1122,0.420716,0.074247,0.036692,0.02613,0.018219,0.0185,0.019384,0.006191,happiness
1123,0.677355,0.085641,0.037844,0.02264,0.02212,0.020631,0.022494,0.00617,happiness
1124,0.674767,0.083547,0.039131,0.022657,0.021935,0.019812,0.02234,0.00817,happiness
1125,0.551628,0.075771,0.036401,0.021751,0.019008,0.01893,0.02102,0.007699,happiness
1126,0.554121,0.074378,0.031502,0.021027,0.017682,0.018773,0.019738,0.006681,happiness
1127,0.58409,0.080656,0.032784,0.018948,0.019747,0.018055,0.020009,0.006359,happiness
1128,0.586105,0.083016,0.032769,0.020708,0.021215,0.020431,0.021219,0.006973,happiness
1129,0.595166,0.090517,0.034313,0.019917,0.019723,0.020851,0.020973,0.006922,happiness
1130,0.632004,0.098234,0.035203,0.020938,0.020438,0.022752,0.021107,0.007407,happiness
1131,0.583805,0.085726,0.035048,0.026297,0.022821,0.024438,0.019741,0.007285,happiness
1132,0.51852,0.073814,0.024561,0.02439,0.019926,0.023144,0.016984,0.007113,happiness
1133,0.32168,0.075204,0.021006,0.022201,0.014399,0.020547,0.01346,0.006853,happiness
1134,0.355933,0.078844,0.020634,0.022288,0.015138,0.021552,0.013564,0.004826,happiness
1135,0.415758,0.078555,0.020733,0.021744,0.014838,0.021082,0.013501,0.004858,happiness
1136,0.475859,0.097181,0.025959,0.02246,0.015874,0.023465,0.014054,0.006871,happiness
1137,0.525379,0.090237,0.026234,0.022215,0.016564,0.023314,0.013398,0.007555,happiness
1138,0.527093,0.089817,0.025903,0.02071,0.014677,0.020799,0.012645,0.007069,happiness
1139,0.518735,0.081571,0.024181,0.020734,0.014182,0.019252,0.012634,0.007573,happiness
1140,0.480444,0.074178,0.021396,0.018684,0.01309,0.017752,0.011079,0.007023,happiness
